,STOXX1800,RUSSELL1000,SHANGHAI_A
2020-08-11,2.8964444234435694e-05,0.004122283601862393,0.004011447426818269
2020-08-12,0.008689007087568144,-0.007214725148917218,0.002195745469147448
2020-08-13,-0.0024730362245955783,0.00043222271925472377,-0.0001491798399870989
2020-08-14,-0.0014873155298659323,0.00016201371143054484,-0.004133215131880095
2020-08-17,0.0006884812102283409,-0.002145714960296771,-0.008163571307483575
2020-08-18,-0.0017750984675761407,-0.001169347822261552,-0.001244707125172706
2020-08-19,-6.704436734363989e-05,0.0023237274055220515,0.0043438765949117535
2020-08-20,0.0022140424648873233,-0.0019274093698053,0.004525513905532635
2020-08-21,0.0056037875092900275,-0.0015518113767670847,-0.0017358265382901765
2020-08-24,0.006448560941142089,-0.004846019748810526,-0.0004915251955080451
2020-08-25,0.0014229468764632564,-0.001835058622162485,0.0012516231912017102
2020-08-26,0.00870818613496703,-0.005291599163553481,0.004516190385423676
2020-08-27,0.0009628536568924178,-0.0011267483534507037,-0.002128057246118081
2020-08-28,-0.0027209930299730996,-0.0035097814922165982,-0.005593386436310582
2020-08-31,-0.004651689709633831,0.000367453837628169,0.0008397196486810276
2020-09-01,0.0040437436999999936,-0.0047950930851825896,-0.0018926461586234792
2020-09-02,0.02097970579999997,-0.0077721134983623,0.0007412203754676414
2020-09-03,-0.026043449099999963,0.02054596682892223,0.0025059777943232716
2020-09-04,-0.007593463299999988,0.004876940685442776,0.003764638940549279
2020-09-08,-0.018555541199999973,0.016488256075890585,-0.0031262722167240526
2020-09-09,0.014671632299999977,-0.011720701772884094,0.008011708619259043
2020-09-10,-0.015195350599999977,0.009498335693812391,0.0026165919202469534
2020-09-11,0.003639407299999995,-8.432679272823845e-05,-0.003390035949031655
2020-09-14,0.008631406199999988,-0.008650701470083571,-0.002439551517066696
2020-09-15,0.00638281899999999,-0.0034029938326822903,-0.002218047805997759
2020-09-16,0.0004182102999999994,0.002380228153720799,0.0015379386868352462
2020-09-17,-0.006395162199999991,0.00493789274777823,0.0017771485673963926
